review,time,category
Pathetic service. I dont want product. Refund my money,25/11/17,Hair
bad service,18/08/18,Hair
"Just amazing...doesn't dry up your hair ,I use it with loreal hair spa conditioner and it makes hair smooth and manageable for 3days...hair texture gets changed to smooth and hair fall gets reduced to some extent",25/04/17,Hair
best price for great shampoo. love it,09/11/16,Hair
,21/06/18,Hair
,18/05/18,Hair
perfect for rough hair,24/07/18,Hair
,15/06/17,Hair
,05/01/18,Hair
,14/05/17,Hair
Got duplicate item this time. How to return this.,3 days ago,Hair
,13/06/18,Hair
,5 days ago,Hair
"Its amazing product , hair fall has been controlled. At times , my hair goes ruff and dryness  persist.",04/03/18,Hair
Hair softener!!,27/02/18,Hair
,07/10/17,Hair
"really very good shampoo
my hair became very soft n smooth",28/04/18,Hair
,04/09/18,Hair
not worthy totally wasted my money hairfall hairfall and hairfall,17/05/18,Hair
,07/09/18,Hair
a very nice shampoo leaves your hair very smooth n soft..,11/07/18,Hair
EXCELLENT PRODUCT,12/01/18,Hair
"Hair type- thin, straight & long. Dry and split ends.
Scalp- oily and occasional dandruff.
This shampoo is A M A Z I N G.
I have used Schwarzkopf, l'oreal, wella, sunsilk, Garnier, tresme and what not! These shampoos did no good to my hair and in turn made them dry and lifeless.
I came across this shampoo while looking for scalp treatment and thought to give it a try n I am glad that I did!
It has made my hair extremely lovely in just one wash.
The shampoo smells like ACV and its thick in consistency. I diluted it with water and then applied on my scalp and left it for good 10minutes. After that I didn't apply any conditioner or serum coz I wanted to know the. Exact effect of this shampoo. Trust me guys...this did wonders!!!!
I can't thank this brand enough for launching this sls paraben free shampoo which beats high end salon products. My hair feels smooth ,silky, shiney and lovely.
wish I could attach pictures here for you all.
 Now this is my Staple shampoo and I am going to try their conditioner pretty soon.",13/08/17,Hair
"Advantage-gentle on hair and smells good.
Disadvantages- Does not clean hair properly when you have applied oil on your hair.I experienced a lot of hairfall after using this and moreover I felt that it made my hair dry.The price is too high for a product like this.",21/07/17,Hair
"Makes hair rough and try, avoid this shampoo ",03/07/17,Hair
Good product,08/07/15,Hair
I have been using this shampoo for quite sometime  and i like it,02/03/17,Hair
best shampoo I hv ever used. in 2...3 wash you feel result.hair fall just stopped. I'm amazed with this shampoo. thank you purple for selling awesome products,10/07/16,Hair
"I am very happy with the results. It takes time to show the results but it is certainly a very good shampoo to use. Not only you feel happy about not using chemicals but also about the fact that you hair are healthy.
I am using it now.. And i would use it again",25/11/15,Hair
"I had searched online on every e-commerce sites, for discount but only purple gives the best discount in the market on this product. The shampoo is Fab. Five stars for purple.",15/08/15,Hair
I have been using  this shampoo for almost 6 months now and I have already purchased it twice and will be repurchasing it again. Although the smell of this shampoo is not at all good (it smells like naphthalene) yet it is a very good shampoo. It is mild but cleanses your hairs well. It has controlled my hair fall to some extent and it adds shine to the hairs once the hairs dries up completely. It is one of my HG hair care product.,15/05/15,Hair
good product,24/08/18,Hair
,7 days ago,Hair
,14/06/18,Hair
Smells great and provides softness ,7 days ago,Hair
cheap it's not cleaning the scalp and freezing the hair. this made my head so dry. don't you it ever poor quality product,13/09/18,Hair
best shampoo ever,18/09/18,Hair
"The texture or quality of the shampoo was absolutely like banana purée and so the fragrance. Feels like you are applying banana puree on your hair. Give beautiful shine to hair. However not sure about the moisturising quality, as I've just used it once. ",11/12/17,Hair
this shampoo is highly moisturising n nourishing on hair. the smell is totally like Banana shake but it doesn't linger after wash which is good for sensitive noses. though this shampoo contains a derivative of SLS yet I would say this is a real deal at this price... worth trying,31/12/17,Hair
I bought this shampoo jut to try as the banana flavor attracted me just to give it a try I ordered it but after using I must say it's really awesome for dry hair n make your hair shiny n straight as well.,24/04/18,Hair
Very good product this shampoo is reallysrop ur hair fall i liked it,04/02/17,Hair
does not suit dry hair since it does full cleansing. hair feels fresh but after few hours  my scalp felt very dry,09/12/17,Hair
when will i get my products,11/02/18,Hair
