review,time,category
"This is a very good sun block, doesn't make the skin white. This is neither oily nor too drying, perfect for the combination skin. Will definitely continue to stick to the same.",2018-09-20 11:13:36,Body
I am using Neutrogena for 4 years now and its really amazing product has tried other brands as well but this one is better than any other sunscreen.,2018-09-19 17:32:32,Body
I have 100% oily + acne-prone skin + acne scaring + sensitive skin...  I recommend you that this is the best sunblock I have ever tried in my entire life. My skin really match this sunblock because it really prevents oil and also it won't clog pores. I also love about this sunblock is there is Pa+++.,2018-09-19 16:26:57,Body
So far the best sunscreen cream. It gets absorbed easily in the skin. Perfect for oily skin. Good quality.,2018-09-19 16:23:44,Body
Workes pretty well under my makeup....,2018-09-19 16:09:30,Body
It is so light and not greasy at all. Loved it. Thank you Nykaa...,2018-09-19 11:45:51,Body
So light not at all greasy and I feel fresh all day... Thank you Nykaa!!,2018-09-19 11:43:59,Body
"It doesn't make your skin feel oily. It sinks into the skin and feels normal, unlike other sunscreens.",2018-09-19 11:29:36,Body
When it comes to sun protection for my super oily skin I rely on this wonderful sunscreen nothing works better than this dude!! It's my 8th tube.,2018-09-19 03:52:20,Body
This is the first sunscreen I found that is not oily ...Love the dry touch effect! I strongly recommend it ...,2018-09-18 18:32:02,Body
It works well on my hand but makes my face greasy. i don't know why. ,2018-09-18 16:47:58,Body
not for oily skin it makes ur pores larger .,2018-09-18 15:50:26,Body
Best moisturizer must buy for dry skin.,2018-09-24 16:40:40,Body
Great moisturiser for the body. Nivea never disappoints me.,2018-09-23 04:24:43,Body
This product is very good for winter but I used this product in summer also because my skin is very  very dry. So it moisturize my skin very well.,2018-09-20 13:01:47,Body
"I have an extremely dry skin throughout the year and this is a boon to me. If you are just looking for a perfect moisturizer at a reasonable price, go for it If you are just looking for a perfect moisturizer at a reasonable price, go for it.",2018-09-19 17:04:39,Body
This amazing lotion makes my skin hydrated and smooth as I have very dry skin!!,2018-09-19 09:48:21,Body
All know about Nieva product every product of Nivea is awsm I usually like its lip balm and body lotion which give need a moisturizer to skin without greasiness best suitable for winter for all skin type,2018-09-17 11:00:16,Body
"It does what it says, it's so nourishing and keep skin hydrated for long. Must buy.",2018-09-17 06:30:43,Body
This lotion is so good it is not at all greasy and it makes skin so soft and it is long lasting. I will surely order this again from Nykaa.,2018-09-13 05:27:36,Body
Undoubtedly its the best body lotion for dry skin beauties.,2018-09-12 11:20:04,Body
Best body lotion for dry skin... no doubt it's the best...,2018-09-12 11:18:59,Body
"A very good moisturizer, can never go wrong with good old Nivea.",2018-09-06 08:34:42,Body
"I've been using Nivea lotion for years. This lotion keep my skin smooth and soft nit only winter but all year around. I use it morning and night. It smells great, It soreads well across my entire body, It doesn't feel heavy, Moisture well.",2018-09-06 06:50:18,Body
keep the skin moisturized really  well...good for dry skin,2018-09-06 04:02:47,Body
Feels awesome when used after bath.,2018-09-03 02:32:00,Body
One of the best moisturisers. I've been using since long.,2018-09-02 03:08:20,Body
It’s little lite and liquidity in texture ! But its so good and keeps moisture all the time,2018-09-02 01:32:34,Body
"Nivea product will always give the smooth and soft texture, no doubt in that",2018-09-01 04:53:39,Body
"I bought this last week, just to try it and i have to say im a fan. It is non sticky, non oily and leaves your skin really soft.",2018-08-29 05:41:54,Body
This product is a must for winter...u can close ur eyes and grab this one...keeps skin moisturized for long enough...,2018-08-28 11:13:30,Body
it makes skin soft especially during winters. Best for winters,2018-08-25 08:48:02,Body
Suitable for all skin types and non greasy. Quickly absorbs in the skin and it is cheap and the best.,2018-09-20 13:37:36,Body
Restore moisture ✌love this♥ perfect for winters. but dry skin people use it  for 12 months.,2018-09-18 15:31:54,Body
Awesome smell. And good moisturization. And an amazing discount on Nykaa. Thank you!!!,2018-09-15 16:34:54,Body
"Suitable for all skin types 
Best for daily use
Non-greasy 
Easily absorbs into your skin 
Love its fragrance.",2018-09-14 06:20:20,Body
"Nice smell, soft but very thick.",2018-09-09 15:09:28,Body
"Seems like it would be a good product only for dry skinned beauties. 
Also, for a vanilla cream, the scent is not good and doesn't smell like vanilla at all.",2018-09-09 12:21:33,Body
I have very dry skin. This suits my skin type. Just loved it.,2018-09-08 13:19:56,Body
this has the warmth of nourishment in it. it is an awesome pick for the coldest months.,2018-09-07 15:20:09,Body
I am a big fan of this product. I just loved the smell and the texture of it.,2018-09-06 21:49:33,Body
It feels like rubbing hair conditioner on your body except you don't wash it off.,2018-09-03 12:26:58,Body
"It's kinda oil based so a little amount is sufficient. It is refreshing and keeps the skin hydrated. Moreover, dove products are known for their excellent quality. 
This product is no exception.",2018-09-02 17:06:30,Body
this usy fav.lotion.it is non greasy and makes my skin supple Nd soft,2018-09-01 07:07:27,Body
I thought its smell would be as good as d vaseline cocoa one. But it failed to fulfil my expectations.,2018-08-27 20:20:30,Body
It makes ur skin baby soft n the fragrance is too good.,2018-08-25 17:18:20,Body
This is my favourite lotion forever.. It's smell is awesome no words to say ...,2018-08-23 06:07:27,Body
"All dove products are good, this one is no different. It is very very moisturising & the smell is heavenly. A must have, for all year round not just for winters. It's not greasy, feels actually like butter, just glides & your skin thanks for it.",2018-08-16 15:27:21,Body
Must for dry skin ladies. Smells so nice. Lovin it totally.,2018-08-13 07:26:53,Body
It's non-greasy and water resistant formula is easy to apply and quickly absorbed by the skin.,2018-08-12 07:09:08,Body
Such a waste I didn't nourish.after 1gr my feet are dry as usual.dont a waste ur money on this .try something else,2018-08-11 06:26:10,Body
This shea butter lotion smells yunmy. i feel like licking it,2018-07-13 04:28:49,Body
"Its a good product, I ordered for me but I had acne prone skin, so I'll apply sunscreen on my face I feel smooth but a couple of minutes away it's irritating me, I think it's not suitable for my skin, yes face wash is very nice, it's fragrance is lovely.",2018-09-17 19:58:04,Body
I have already pimple and acne on my face and after using Neutrogena face wash and toner I have lots of pimple and skin problems.,2018-08-27 10:05:49,Body
Mine is combination skin more over oily skin. this product works good on my face. i loved it,2018-08-25 18:51:14,Body
this is the best possible combo of most essential things for an oily skincare regime. it has all the good products which are most suitable for oily skin.,2018-08-25 12:45:11,Body
"This is the best skin care range for oily skin. The cleanser is just awesome. My face used to be very oily but after using this particular skin care range, the oiliness of my skin got reduced to a great extend and the reason why I have a clear face now free of acne. The moisturizer and the sunscreen are very light. A must buy for people with oily and acne prone skin.",2018-08-16 09:39:26,Body
I have got this product by recommendation  of my friend and i swear by it till day,2018-08-15 17:25:48,Body
I have oily skin.... I started using this facewash before one week and I can feel that my skin is becoming soft.,2018-08-11 13:09:49,Body
Girls with oily skin can blindly go for it,2018-08-07 10:44:50,Body
It's a complete daily regime package at an affordable price. Neutrogena is a big brand and getting it at a discount. Just grab it Don't think.,2018-07-30 14:41:19,Body
Worked great for first few days then my skin started breaking out like crazy.,2018-07-24 05:06:35,Body
The products are so bad that it makes the skin more oily.,2018-07-23 15:27:13,Body
I love this combo. They are very affordable and formula also of their suits on my skin.,2018-07-17 19:21:30,Body
"Cleanser is amazing, sunscreen is good but the moisturizer will make ur skin more oily and dark.",2018-07-13 09:53:22,Body
i had tried many products but this is amazing  cleanser....just love the fragrance of this ,2018-07-11 18:14:21,Body
loved the way it cleans my skin !,2018-07-11 06:16:46,Body
I used it and have oil free skin.,2018-07-09 15:03:03,Body
Ordered for the combo but the sunblock is missing. Got only the cleanser and moisturizer.,2018-07-09 13:33:59,Body
It's my first experience with skin care products. the product delivered within 4 days hence nykaa services are really GOOD!!!!... THANK U...Nykaa and Neutrogena...,2018-07-07 10:41:29,Body
Its the best facewash to prevent you from pimples and lighten your pimples mark.,2018-07-06 10:43:34,Body
"Works magic for my skin.
Totally love it.",2018-07-05 08:27:35,Body
"Oh my god, The rose mist is so organic it actually moisturizes my skin and feels really very fresh. I just spray this on my face after cleansing my face and it just brightens my face all day long. It also helps to tighten my pores. Really works well. Thanks to Kama Ayurveda.",2018-09-24 17:58:11,Body
"Indeed its pure rose water but the claims it makes, i dont approve of it.",2018-09-22 18:14:10,Body
very soothing and I feel very refreshed after applying it. love the product and will buy it again. ,2018-09-22 15:28:08,Body
If you are looking for pure rise water then this is the best one in the market. It gives all day freshness to the skin.,2018-09-21 18:44:09,Body
This is till now best rosewater I have used.. it is on the expensive side but is all natural and safe.,2018-09-21 18:06:15,Body
"It's a good product though the quantity is very less. the fragrance is very refreshing apart from couldn't see any difference on the face.

",2018-09-21 15:11:15,Body
If you find something very good and very genuine rose water then go for it. It is really very refreshing rose water ❤️ keeps your skin light.,2018-09-20 13:03:33,Body
Feels refreshing and shelf life is long also. Travel-friendly packaging. Better form Dabur gulabry. Skin feels refreshing. A good toner.,2018-09-19 16:22:19,Body
I have just used it once but can tell it seems promising.,2018-09-19 13:39:47,Body
It was a great toner in the form of a spray. it was good and effective. Good fragrance. Just love this product.,2018-09-18 18:19:41,Body
It really refreshes very nicely and a sweet unscented smell of roses is also very soothing. But yes its a bit pricey.,2018-09-18 13:18:10,Body
The best and purest rose water ever.,2018-09-17 19:19:43,Body
It is so good. Works as a toner and I also mix it with my Multani mitti.,2018-09-17 19:19:19,Body
You know its smell is just amazing. Go for it. Highly recommended.,2018-09-16 19:28:04,Body
"Kama Ayurveda Pure Rose Water smells good. It works really well. But bit costly. It works as a perfect mist. 
",2018-09-16 15:48:37,Body
Add this product in your daily skin care routine and get ready to experience fresh and glowing skin instantly.,2018-09-16 09:48:44,Body
"Ahh... After using this once, now my skin cannot live without it...",2018-09-16 09:45:52,Body
I love this rose water so much ... This is my 5th bottle...,2018-09-16 09:43:30,Body
"Perfect fragrance, Perfect packaging,  does what it claims.....",2018-09-16 07:15:20,Body
works wonderfully on my skin. I have combination skin. ,2018-09-14 16:47:29,Body
My all family member love vaseline product... We can say any of the product is not worth buying all work well on all skin types I love vaseline.,2018-09-20 11:39:51,Body
I tried all entire collection of this body lotion but coco is my love one... The soya one is like okay kind of product for me.,2018-09-03 05:59:56,Body
The lasting power is amazing and it leaves my skin so soft...Am using it from ages,2018-09-02 04:01:41,Body
"it's best suitable for extremely dry skin people, quality is good, makes skin smooth and glowing instantly",2018-08-30 18:25:50,Body
I can not imagine my winter without vaseline total moisture because it protects from dryness of skin plus its non-greasy.,2018-08-28 16:53:49,Body
"I am using this body lotion since I was in school, still it works for me.",2018-08-25 04:20:06,Body
"If you have a very dry skin then this lotion can be the one you need...it looks slightly oily initially, but once it's absorbed the skin looks moisturized and healthy.",2018-08-24 18:31:57,Body
This body lotion is mostiourising and nourishing apart from being mostiourising it's not sticky and doesn't fell heavy on the skin..,2018-06-22 04:13:40,Body
This is a great lotion to moisturize body. Love the fragrance and this smell lingers on all day.,2018-06-20 11:23:52,Body
"I have been using this product for the longest time and it has done wonders for my dry skin.  It made it smooth and supple. nice for winters and for when the weather changes, provides good moisturisation!",2018-06-02 04:53:32,Body
This is the best lotion of vaseline which helps in dryness. ,2018-05-23 11:33:02,Body
Best moisturizer I am using this one since 2007.,2018-05-21 10:25:01,Body
i liked it .. its so gentle,2018-05-14 00:29:26,Body
Moisturises body very well. A little amount is enough. Spreads well.,2018-05-07 07:16:29,Body
"best for winters..
 highly moisturizes the skin.... not good for summers as it makes more sweating .... otherwise it is awsm product.... worth try",2018-04-30 02:23:21,Body
"A nice moisturizer for the winters. Definitely, not for summers. Helps people with dry skin. Must buy.",2018-04-26 12:24:47,Body
"It feels a little tacky after a few hours.
Good for dry and extremely dry skin
Moisturization stays for hours (you don't have to reapply again and again)",2018-04-23 14:19:38,Body
It feels a little tacky after a few hours. It's good for dry and extremely dry skin like mine.,2018-04-23 14:19:23,Body
The best way to use this is - apply it right after wash..it gives you fine moist skin. Best for summer not greasy at all ..best for all types of skin,2018-04-17 02:56:27,Body
good than other else,2018-04-12 13:31:53,Body
Very light and smoothly absorbed into the skin making it look radiant and glow.,2018-08-31 14:31:26,Body
I really love this product. this is the third bottle I have bought. I have very dry skin and it gets even more dry in winters but this product works magic for my skin.,2018-08-31 07:16:10,Body
"This Lakme product has a good smell, I bought to apply for my face, but my face being sensitive, I'm not using it now.",2018-08-29 13:35:23,Body
This is my most liked body lotion ever. it's the best texture formula for body lotion. I can even use it in summers and not feel greasy.,2018-08-26 22:27:07,Body
i have a super oily acne prone skin n.its suits me in a w8nter..bt nt recmnd in summers..its nt light weight..dry skin must have prdct..bt read its ingrediants before buy..it has lots of peraben in it..if u looking for a good n chemical free ths is nt for u..,2018-08-25 12:24:59,Body
Doesn't make the skin oily great for every day wear.,2018-08-24 09:40:25,Body
Fragrance is very pleasing after all it's of Lakme.,2018-08-23 12:27:11,Body
I used it for a year and then switched to some other brand but now I feel like this only suits my skin.,2018-08-22 09:53:34,Body
Have been using this like forever. It's a really great product and Perfect for every skin type.,2018-08-18 06:05:57,Body
"Lakme Peach Milk Moisturiser   easily absorbs into the skin and gives a soft, smooth and glow to my skin. I like it.
",2018-08-14 09:29:56,Body
"Just loved it ❤️ Very nice product, I would suggest this one for everyone the best at all time...Best product for summer.",2018-08-10 13:40:38,Body
"This lightweight formula moisturizes dry areas while it controls oily shine. It moisturizes where the skin is dry, without leaving it greasy and this one is soothing as well.",2018-08-09 05:42:07,Body
its a really nice product... all skin types.. its texture is mesmerizing.,2018-08-05 15:21:28,Body
It makes my face so smooth & soft.,2018-08-04 05:37:26,Body
Its very moisturizing... non-greasy...and has a mesmerizing fragrance...loved it...,2018-07-31 05:01:35,Body
"If you have very dry skin, this is probably the best moisturizer for you but if you're oily, normal or even combination, you may find this one very thick and very oily!! I use it mostly to take my makeup off because it's so thick and oily; a small amount does wonders in taking makeup off!",2018-06-30 05:43:33,Body
"if you have very dry skin, this is probably the best moisturizer for you but if you're oily, normal or even combination, you may find this one very thick and very oily!! I use it mostly to take my makeup off because it's so thick and oily; a small amount does wonders in taking makeup off!",2018-06-30 05:42:21,Body
"I have ordered this lakme peach milk moisturiser for my mommy and now she is in love with this product.
Thanks nykaa for the fast delivery .I recommend this to every one.",2018-06-29 04:47:52,Body
Its is very gud non-oily... Power of milk seriously i love this product... It gives my skin very very soft and natural.,2018-06-26 17:50:13,Body
I have oily skin and it gives a glow to my skin after applying. It gets absorbed in a min. Overall a good product,2018-06-24 14:20:41,Body
Love the smell of this product...,2018-09-24 15:15:11,Body
"It's so smooth, and fragrance is awesome. A very nice product.",2018-09-20 06:31:47,Body
"Very nice and lightweight body lotion 
non greasy 
smell is very nice 
makes your skin texture smooth and creamy.",2018-09-12 13:36:06,Body
It moisturises skin for almost 12-14 hrs and it is very useful for dry skin type. Most helpful in winters.,2018-09-08 16:55:24,Body
It keeps your skin moisturised all day long..i just love it,2018-09-02 13:05:54,Body
I am using this product for 2 years and I am very satisfied my skin is so smooth,2018-09-02 10:35:15,Body
Makes skin soft and moisturized.,2018-08-31 16:00:02,Body
Have been using it for 4 yrs and really love the smell and moisturizing effect. cant be replaced ever by any other moisturizer,2018-08-31 10:15:46,Body
"i am using ponds body lotion since very long and trust me its a best lotion for people having dry skin like mine
it smells awsome :)",2018-08-30 10:16:36,Body
I am using this product  from more than 3 years..I just love it,2018-08-29 21:52:20,Body
I have just switched to ponds lotion and this is doing great for my dry skin!!!!!!,2018-08-22 08:47:47,Body
I love ponds products and I have been using this for 6 months... really loved it....and it smells like anything,2018-08-19 07:07:20,Body
It hydrates skin well and lasts the whole day. I loved it.,2018-08-17 09:57:02,Body
Very light in texture and smooth to my dry skin and very affordable too,2018-08-16 07:35:56,Body
Its a great moisturiser as my skin is towards the dry area.,2018-08-10 02:16:33,Body
I've been using this as a hand cream for the past 2 years. I have no complaints!,2018-08-09 08:52:25,Body
"This lightweight formula moisturizes dry areas while it controls oily shine. It moisturizes where the skin is dry, without leaving it greasy and this one is soothing as well.",2018-08-09 05:43:12,Body
"very nice body lotion
affordable
light fragrance
gentle on skin
loving it.",2018-08-05 17:10:30,Body
my go to body lotion which I apply on face as well. love the smell. a bit oily though,2018-08-05 05:17:43,Body
"I have used many (almost all brands) moisturiser. The consistency and the aroma of ponds still get the top with the cost!
At this cost this the best product you can get.",2018-07-29 15:02:06,Body
Best ever sunscreen that is not sticky and greasy at all it kept skin matte along the day don't think much about it just go for it,2018-09-22 14:52:55,Body
This is one of my best sunscreens. I have oily sensitive skin and almost none of the sunscreen suited me. And then I was introduced to this and since then I am in love with the product.,2018-09-21 14:41:48,Body
This is my favorite. I have been using this from past 3 years. Amazing sunblock,2018-09-20 12:02:14,Body
I have used many sun screens but only this fulfill my desire. Very nice product.,2018-09-20 10:25:59,Body
One of my fvrt sunscreen...suited my oily to combination skin very well..doesnt produce sweat..it is a bit tinted..that can make someone with vry dark skin ashy...bt i hv moderately dark skin..it suits me,2018-09-18 12:36:20,Body
This tinted gel-based cream does not blend on my skin and leaves white patches.,2018-09-17 05:19:22,Body
Best product till date. Totally oil-free and its foundation matte look gives a great look.,2018-09-16 18:44:47,Body
"Not good, my skin has become like a sandpaper after applying this product, multiple small outbreaks, be careful.",2018-09-16 14:33:05,Body
This sunscreen is very good if you are moving out for some function or attending some meeting or something. This is really good for oily skin people. This is unlike other sunscreens which increases the sweating. This is like a great BB cream. Love it completely. Have been using it for the past one year. ,2018-09-16 04:39:28,Body
Gives a nice matte finish. Doesn't make skin oily at all. Lasts all day! ❤️,2018-09-14 16:03:20,Body
"This product is absolutely amazing, the best sunscreen I've come through In a long time. Must try it you'll have a better day!",2018-09-14 01:57:43,Body
Best and perfect sunscreen for everyone! Very light and smooth!,2018-09-13 10:36:10,Body
"I love the Matt effect it gives, kind of low coverage bb cream. This works perfect for my skin and I can see it's working. There are no signs of tanning or sunburns.
Recommended :)",2018-09-10 13:53:51,Body
"This is a God sent sunblock. Just buy it. I have been using it since 2010, never used any other sunblock after this. worth every single penny.",2018-09-10 06:34:48,Body
"This product isn't so bad, it has a low coverage but it does even out your skin tone tho. It does give you a matte look especially if you have oily skin like me.. Doesn't cause breakouts. This is perfect for those hot summer days... Its tends to dry out the skin in winter, try using a skin serum underneath it to avoid flaky skin in winter.",2018-09-10 06:22:39,Body
"This is the best sunscreen I've found for oily skin. It is so matte and it is tinted so it gives a bit of coverage but the coverage is really light, I have acne so it covers the redness on my skin so that little is the coverage. And it has SPF 40 and pa+++ which is good enough for every day. I apply this sunscreen in the morning and up to evening, my skin doesn't get oily as it used to before. very little oiliness I feel. It controls the oil really well but I would say don't apply this sunscreen on bare skin because it is really matte it may feel really dry on the skin. Oily skin people also moisturize before applying this sunscreen. Overall I would highly recommend this sunscreen it is best for oily skin people!",2018-09-09 10:30:01,Body
It mixes well into my skin and provides full protection.,2018-09-08 12:31:54,Body
Good mattifying and stays long perfect spf and yes it works.. Third tym buying the same.,2018-09-08 09:51:48,Body
"My skin is a bit dry and so I use bio oil, but that makes my skin looks oily and so I started using this sunscreen after applying the oil and the balance is quite good. My face feels hydrated and doesn't look oily anymore.",2018-09-07 02:21:54,Body
I loved it...it also helps in lightening the skin tone.,2018-09-06 21:48:28,Body
smell nice and easy to apply and improve skin tone. ❤,2018-08-28 04:07:28,Body
"It's the best sunscreen I've ever used. It feels so light and protects perfectly. Worth the price, absolutely love this product.",2018-08-20 19:08:20,Body
Not satisfied as this product is provoking my pimples.,2018-09-24 18:05:50,Body
Keep you youthful and moisturised.,2018-09-24 17:18:57,Body
At first it dint suit my skin but after using it for long it suits my skin and i love to use it as a bedtime moisturizer,2018-09-22 19:58:26,Body
This really helps if used regularly. I totally recommend it. It's a must buy.,2018-09-20 13:42:46,Body
I have ordered Biotique bio coconut cream for my mom and she applies this cream in night time before she goes to sleep. She really likes this cream as a night cream and we clearly see the difference it brightens the face after a couple of days ......It has mentioned that applies this cream day and night but I feel this cream is too greasy I don't think it is good for daytime or not but can be used as night cream you can also use this in winters also .....My mother liked it soo much and I am going to order another one from Nykaa.,2018-09-20 09:12:50,Body
It doesn't show result in the very first application but after a week you can notice your skin becoming very soft and bit of brightening must be used for a longer period of time for noticeable results.,2018-09-20 08:32:08,Body
"I had used this only once and I didn't really like it. The texture of this cream is oily and since I already have oily skin it didn't get absorbed and gave a greasy look. Perfect for winters when skin gets dry or if you have naturally dry skin but not suitable for sweaty summers.
I prefer the Bio white cream normal one that I bought from a local store (it is not available here I checked). That has a thin consistency and gets easily absorbed on the skin.",2018-09-20 08:30:03,Body
It makes skin soft but it doesn't suit my skin maybe due to summers. May be it will b good in winters.,2018-09-20 06:57:23,Body
"Go for it ✌make my skin beautiful, restore moisture ",2018-09-18 15:28:42,Body
"This cream is wonderful for people with dry skin, I have combination skin and it works perfectly. You can use it as a night cream too since its thick, I use to rhinestones to remove my makeup too. Easy on the wallet.",2018-09-18 05:00:15,Body
"Have been using since 4 months.
It is a good moisturizer and daily wears cream.,
The cream does not make your face glow, fair or reduce scars. Can be used as a daily moisturizer cream. It's not oily, does not cause breakouts after application.


",2018-09-17 12:31:58,Body
Not at all recommended for oily skin... Otherwise cream is good for the normal skin...,2018-09-16 16:24:43,Body
"It's a good light moisturiser, I have used a couple of tubs of this cream and it doesn't do anything besides moisturisation.",2018-09-16 14:58:37,Body
I don't want to recommend this product for oily skin.,2018-09-16 05:41:58,Body
Not suitable for oily skin and I didn't get any changes while using this product.,2018-09-16 05:41:10,Body
It makes your skin Oily bcoz of coconut... Don't buy it.,2018-09-16 03:33:58,Body
"I have used this product for only few days and I got so many pimples on my face though I have a combination skin and I rarely get a pimple but because of this and biotique sunscreen I have got so many pimples which I am sure I didn't get my entire life. Please do not use this product it's a curse. As I stopped using their product touch wood no more pimples. I even used their lip balm thinking if no benefit but at least lip balm will never cause a harm but within 2 days I got a pimple exactly over my lip line that to not one but two. Such a waste of time, money and most importantly damaging somebody's face.",2018-09-15 20:48:10,Body
It really make my skin glowing soft & spot free.,2018-09-14 06:25:36,Body
I am using the second one now and I am happy with the results.,2018-09-13 15:16:03,Body
"It's probably the best moisturizer in the market. no flaky dry skin after you put in on. I wear it underneath my makeup, underneath my sunscreen and use it as a night cream. It'll lock in the moisture throughout the day. Just go for it!",2018-09-12 20:19:34,Body
It's worth to buy this combo rather than buying one product each.,2018-09-19 17:35:06,Body
Love dis product... satisfied.,2018-09-14 12:04:07,Body
All three products are amazing for dry skin. Works really well.,2018-09-06 17:16:31,Body
"As my skin goes dry during winter I started using this product. The moisturizing cream, and the sunscreen are of really good quality .",2018-08-30 15:51:20,Body
My skin is combination in summer and dry in winter and sensitive also . feeling good after use but sunscreen is too small.,2018-08-28 08:23:18,Body
This combo is worth the money. Neutrogena products always suits my kind of skin. This dry skin combo is really good to use.,2018-08-26 17:11:45,Body
How the process goes on —- 1. Fave wash and then apply moisturiser and then immediately apply sunblock or in a different way ..Helps me,2018-08-26 09:13:52,Body
I have a very dry skin. The face wash makes my face so soft and not at all dry like others. The moisturizer is good and not at all sticky. It brings shine to your face.,2018-08-21 16:27:00,Body
Products are okay to use but seem too chemicallg infused. Not sure if using these products will be good for the skin in the long run. Had to stop using these products after one day of use.,2018-08-10 12:42:52,Body
"Great product for people with dry skin.... I just love my skin after each wash,...Sunblock lotion is of small size though...But moisturiser and facewash r of decent size probably lasts for 2-3months for twice daily use...Scent of product is mild....On top of dat it is SLS and paraben free...Don't dry ur skin at all.....Moisturiser once applied is good enough ...Lasts for 10 hrs max,...Dry skin people just go for it.....This is my honest opinion.",2018-08-08 10:49:22,Body
I bought dis three as a combo I m really satisfied on it they are really best on any skin.,2018-08-07 19:46:04,Body
"It does it's job perfectly, but oxybenzone in it is worrying me",2018-08-05 06:21:03,Body
"This is a great combination of everything and for all skin types. It cleanses the skin and makes it soft. Don't hesitate using it. It is far better than other products. Wonderful packing,  easy to carry",2018-07-31 00:24:39,Body
Today I gifted this combo to my friend. It is very affordable in Nykaa. This product suits his oily skin.,2018-07-26 16:25:53,Body
It's a great deal. i love the face wash and sunscreen but the facial moisturizer is oily,2018-07-21 18:01:59,Body
I have dry and sensitive skin. This product doesn't give break out.,2018-07-17 19:28:28,Body
An excellent and hassle free usage combo..A must buy for all dry skinned beauties..,2018-07-11 04:24:26,Body
I’m sure that Neutrogena offers a wide range of products that are going to suit every skin type and I’m happy with this product it leaves my skin feel so good.,2018-07-10 06:03:23,Body
perfact combo for dry skin,2018-06-29 10:48:24,Body
This combo is great for my dry to combination skin.,2018-06-27 16:44:20,Body
I am in love with the cute products... The price is unbelievable compared to the products. Good effort team Nykaa. Thank you so much.,2018-09-24 16:44:16,Body
"Buy this if have not tried any of the products, it is worth it",2018-09-22 19:10:48,Body
winter is coming soon and this all product was too good and affordable. price wise and quality wise also. daily use perfect glam box.,2018-09-22 18:25:11,Body
"Value for money.
Very creative idea for gifting purpose.
All products are of daily usage.
Should go for it.",2018-09-20 17:46:42,Body
I ordered this for my friend and now she loved it instead of me.,2018-09-20 12:10:16,Body
"Received just now...quality products for half rate, it's a real wonder... everything is fineeee...",2018-09-19 07:25:46,Body
The box has great daily usage products. The quantity of all products is also good. Nice deal at an affordable price.,2018-09-18 12:54:38,Body
I just love this combo offer. Just one request please change the Lakme lip love shades.,2018-09-18 09:25:14,Body
Best products that switch up your skin to feel healthy and glowing,2018-09-18 08:44:51,Body
"I'm 1st time try this kind of box but really like this box, all product tiny travel-friendly love the most of bb cream and Lakme",2018-09-17 11:48:44,Body
Can't believe I am getting this much in so less. all the items are of best brand and qualities. a complete package,2018-09-17 11:22:02,Body
The glam box is pretty. All the products are useful on daily basis.,2018-09-16 14:01:22,Body
Each and every product was good in this glam box. Such a very beautiful packing box. Aloe lotion was too good and ponds face wash also lovely.,2018-09-16 06:57:12,Body
Very attractive packaging and the combination of the products is very good. Really everyday essential.,2018-09-15 08:46:15,Body
"The products provided in this box...
is what u need daily...
It really a good combo...nd 165...For this not bad go it ...just order it is too good.",2018-09-15 04:11:23,Body
I used these products and they're amazingly effective and affordable for summer but the size of the products is little small.,2018-09-13 07:33:58,Body
"I have bought this and the Vaseline is in 20 ml,  ponds cream is also very small, Lakme lip balm is light pink lip balm which is only nice after using,  the face wash is also too small. The glam box can only be used while travelling. For the daily purpose, quantity is not sufficient.",2018-09-13 05:07:03,Body
"I just loved this products.. 
specially the lip care lip balm 
all of them at this price.. ",2018-09-12 14:01:55,Body
Amazing products at a low cost and that glam box is so attractive...,2018-09-12 09:31:08,Body
Best box to gift anyone in this most affordable price. Very useful for travel.,2018-09-11 17:09:21,Body
"I just loved this sunscreen from Lotus. Like Maybelline knows their Muscara game best, Lotus knows its Sunscreen products game the best. I have used all of the lotus's sunscreens and many sunscreens from other brands as well, but I would say Lotus Herbals Safe Sun Uv Screen Matte Gel is the best. It gets absorbs onto your skin super quickly and leaves your skin completely matte, unlike other sunscreens. One thing though, since it is in the gel formula and it's not waterproof, so I would not suggest it to people living very humid conditions as it may wash off with the sweat. I never face any such issue as I live in Bangalore and that is why it is my favourite sunscreen. ",2018-09-24 17:46:54,Body
Been using it for ages.Suitable for oily skin and amazing matte feel and great finish.,2018-09-20 11:25:51,Body
I would strongly recommend this sunscreen since it is perfect for my skin type (I.e normal to oily). This stays for almost half a day. It is easily absorbed by the skin and you won't even feel that you have even applied anything. Sticky while applying but perfect when absorbed by the skin in about a minute. A small amount of it is enough and a reasonable price.,2018-09-19 15:34:58,Body
"One of the most affordable sunscreen. The texture is non-greasy. It easily absorbs into your skin. I have oily skin and it worked just fine for me, no acne. After applying it, you won't have that heavy feeling on your face. And, the best part about this sunscreen is that it doesn't leave a white cast.",2018-09-19 08:16:09,Body
I'm using it for 3 months... It doesn't make skin oily... Easily blends... Good for summer...,2018-09-19 06:11:39,Body
"Since it is gel based, it absorbs easily and doesn't feel heavy or oily on the skin. Perfect for the skin.",2018-09-18 19:27:17,Body
My first product from lotus herbals. I have been using more than 4 years. And still now this my loving sunscreen. I am use totally lotus herbal products for my skin care.,2018-09-18 18:04:40,Body
the best sunscreen for oily skin so far after Neutrogena. Its a must buy product for oily skin,2018-09-18 17:45:01,Body
